"","module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"GO:0006047","11",38,37,2,0.000562011088326878,1,2,0.0540540540540541,1,2,"GO:0006047","BP","UDP-N-acetylglucosamine metabolic process","The chemical reactions and pathways involving UDP-N-acetylglucosamine, a substance composed of N-acetylglucosamine, a common structural unit of oligosaccharides, in glycosidic linkage with uridine diphosphate."
"GO:0006048","11",38,37,3,0.000562011088326878,1,2,0.0540540540540541,1,2,"GO:0006048","BP","UDP-N-acetylglucosamine biosynthetic process","The chemical reactions and pathways resulting in the formation of UDP-N-acetylglucosamine, a substance composed of N-acetylglucosamine, a common structural unit of oligosaccharides, in glycosidic linkage with uridine diphosphate."
"GO:0009225","11",38,37,4,0.000562011088326878,1,2,0.0540540540540541,1,2,"GO:0009225","BP","nucleotide-sugar metabolic process","The cellular chemical reactions and pathways involving nucleotide-sugars, any nucleotide-carbohydrate in which the distal phosphoric residue of a nucleoside 5'-diphosphate is in glycosidic linkage with a monosaccharide or monosaccharide derivative."
"GO:0043371","11",38,37,5,0.000562011088326878,1,2,0.0540540540540541,1,2,"GO:0043371","BP","negative regulation of CD4-positive, alpha-beta T cell differentiation","Any process that stops, prevents, or reduces the frequency, rate, or extent of CD4-positive, alpha-beta T cell differentiation."
"GO:0045623","11",38,37,6,0.000562011088326878,1,2,0.0540540540540541,1,2,"GO:0045623","BP","negative regulation of T-helper cell differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of T-helper cell differentiation."
"GO:0046639","11",38,37,7,0.000562011088326878,1,2,0.0540540540540541,1,2,"GO:0046639","BP","negative regulation of alpha-beta T cell differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of alpha-beta T cell differentiation."
"GO:0072594","11",38,37,8,0.000930658970882982,1,6,0.162162162162162,0.12,50,"GO:0072594","BP","establishment of protein localization to organelle","The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."
"GO:0034097","11",38,37,9,0.00115034012918743,1,11,0.297297297297297,0.0662650602409639,166,"GO:0034097","BP","response to cytokine","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."
"GO:0006605","11",38,37,10,0.00115108255337308,1,6,0.162162162162162,0.115384615384615,52,"GO:0006605","BP","protein targeting","The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif."
"GO:0050906","12",40,37,1,0.000418686195181319,1,3,0.0810810810810811,0.428571428571429,7,"GO:0050906","BP","detection of stimulus involved in sensory perception","The series of events involved in sensory perception in which a sensory stimulus is received and converted into a molecular signal."
"GO:0035019","12",40,37,2,0.00327059857294985,1,2,0.0540540540540541,0.5,4,"GO:0035019","BP","somatic stem cell population maintenance","Any process by which an organism retains a population of somatic stem cells, undifferentiated cells in the embryo or adult which can undergo unlimited division and give rise to cell types of the body other than those of the germ-line."
"GO:0043473","12",40,37,3,0.00327059857294985,1,2,0.0540540540540541,0.5,4,"GO:0043473","BP","pigmentation","The accumulation of pigment in an organism, tissue or cell, either by increased deposition or by increased number of cells."
"GO:0007431","12",40,37,4,0.0053685385676101,1,2,0.0540540540540541,0.4,5,"GO:0007431","BP","salivary gland development","The process whose specific outcome is the progression of the salivary gland over time, from its formation to the mature structure. Salivary glands include any of the saliva-secreting exocrine glands of the oral cavity."
"GO:0007435","12",40,37,5,0.0053685385676101,1,2,0.0540540540540541,0.4,5,"GO:0007435","BP","salivary gland morphogenesis","The process in which the anatomical structures of the salivary gland are generated and organized."
"GO:0007416","12",40,37,6,0.00688759732173536,1,3,0.0810810810810811,0.176470588235294,17,"GO:0007416","BP","synapse assembly","The aggregation, arrangement and bonding together of a set of components to form a synapse."
"GO:0005244","12",40,37,7,0.00688759732173536,1,3,0.0810810810810811,0.176470588235294,17,"GO:0005244","MF","voltage-gated ion channel activity","Enables the transmembrane transfer of an ion by a voltage-gated channel. An ion is an atom or group of atoms carrying an electric charge by virtue of having gained or lost one or more electrons. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded."
"GO:0008593","12",40,37,8,0.0079311688542472,1,2,0.0540540540540541,0.333333333333333,6,"GO:0008593","BP","regulation of Notch signaling pathway","Any process that modulates the frequency, rate or extent of the Notch signaling pathway."
"GO:0042990","12",40,37,9,0.00812924033197517,1,3,0.0810810810810811,0.166666666666667,18,"GO:0042990","BP","regulation of transcription factor import into nucleus","Any process that modulates the frequency, rate or extent of the movement of a transcription factor from the cytoplasm to the nucleus."
"GO:0042991","12",40,37,10,0.00812924033197517,1,3,0.0810810810810811,0.166666666666667,18,"GO:0042991","BP","transcription factor import into nucleus","The directed movement of a transcription factor from the cytoplasm to the nucleus."
"GO:0045111","13",38,38,1,1.25477743002746e-09,2.08054645672853e-05,9,0.236842105263158,0.375,24,"GO:0045111","CC","intermediate filament cytoskeleton","Cytoskeletal structure made from intermediate filaments, typically organized in the cytosol as an extended system that stretches from the nuclear envelope to the plasma membrane. Some intermediate filaments run parallel to the cell surface, while others traverse the cytosol; together they form an internal framework that helps support the shape and resilience of the cell."
"GO:0008544","13",38,38,2,1.92035859452723e-09,3.1841465855856e-05,11,0.289473684210526,0.25,44,"GO:0008544","BP","epidermis development","The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."
"GO:0043588","13",38,38,3,6.93786811362909e-09,0.000115036791192084,10,0.263157894736842,0.263157894736842,38,"GO:0043588","BP","skin development","The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue."
"GO:0005198","13",38,38,4,1.27302134937973e-08,0.000211079669940653,14,0.368421052631579,0.147368421052632,95,"GO:0005198","MF","structural molecule activity","The action of a molecule that contributes to the structural integrity of a complex or assembly within or outside a cell."
"GO:0005882","13",38,38,5,1.58643572313917e-08,0.000263046907253705,8,0.210526315789474,0.363636363636364,22,"GO:0005882","CC","intermediate filament","A cytoskeletal structure that forms a distinct elongated structure, characteristically 10 nm in diameter, that occurs in the cytoplasm of eukaryotic cells. Intermediate filaments form a fibrous system, composed of chemically heterogeneous subunits and involved in mechanically integrating the various components of the cytoplasmic space. Intermediate filaments may be divided into five chemically distinct classes: Type I, acidic keratins; Type II, basic keratins; Type III, including desmin, vimentin and others; Type IV, neurofilaments and related filaments; and Type V, lamins."
"GO:0031424","13",38,38,6,3.057379995412e-08,0.000506944177039264,7,0.184210526315789,0.4375,16,"GO:0031424","BP","keratinization","The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns."
"GO:0030216","13",38,38,7,5.08906944463445e-08,0.000843818604614838,8,0.210526315789474,0.32,25,"GO:0030216","BP","keratinocyte differentiation","The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte."
"GO:0045095","13",38,38,8,6.35197140269282e-08,0.0010532203782805,6,0.157894736842105,0.545454545454545,11,"GO:0045095","CC","keratin filament","A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins."
"GO:0009913","13",38,38,9,3.33817523249457e-07,0.00553502835299924,8,0.210526315789474,0.258064516129032,31,"GO:0009913","BP","epidermal cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of an epidermal cell, any of the cells making up the epidermis."
"GO:0001533","13",38,38,10,6.40162393516428e-07,0.0106145326468959,6,0.157894736842105,0.4,15,"GO:0001533","CC","cornified envelope","A type of plasma membrane that has been modified through addition of distinct intracellular and extracellular components, including ceramide, found in cornifying epithelial cells (corneocytes)."
"GO:00302161","14",40,40,1,6.53630476154318e-14,1.08378469251147e-09,12,0.3,0.48,25,"GO:0030216","BP","keratinocyte differentiation","The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte."
"GO:00099131","14",40,40,2,1.59988497154884e-12,2.65276927132513e-08,12,0.3,0.387096774193548,31,"GO:0009913","BP","epidermal cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of an epidermal cell, any of the cells making up the epidermis."
"GO:00015331","14",40,40,3,9.34413508057982e-12,1.54935103771094e-07,9,0.225,0.6,15,"GO:0001533","CC","cornified envelope","A type of plasma membrane that has been modified through addition of distinct intracellular and extracellular components, including ceramide, found in cornifying epithelial cells (corneocytes)."
"GO:00314241","14",40,40,4,2.09678632610642e-11,3.47668140731706e-07,9,0.225,0.5625,16,"GO:0031424","BP","keratinization","The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns."
"GO:00435881","14",40,40,5,2.72030465152017e-11,4.51053714268559e-07,12,0.3,0.315789473684211,38,"GO:0043588","BP","skin development","The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue."
"GO:0030855","14",40,40,6,8.58130420505783e-11,1.42286605024064e-06,14,0.35,0.222222222222222,63,"GO:0030855","BP","epithelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."
"GO:00085441","14",40,40,7,1.91003876399547e-10,3.16703527458089e-06,12,0.3,0.272727272727273,44,"GO:0008544","BP","epidermis development","The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."
"GO:0018149","14",40,40,8,2.85939452194757e-10,4.74116205684127e-06,9,0.225,0.45,20,"GO:0018149","BP","peptide cross-linking","The formation of a covalent cross-link between or within protein chains."
"GO:0070062","14",40,40,9,2.41436324025109e-09,4.00325568866033e-05,27,0.675,0.074792243767313,361,"GO:0070062","CC","extracellular exosome","A membrane-bounded vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."
"GO:00051981","14",40,40,10,2.69462013712385e-09,4.46794964936505e-05,15,0.375,0.157894736842105,95,"GO:0005198","MF","structural molecule activity","The action of a molecule that contributes to the structural integrity of a complex or assembly within or outside a cell."
"GO:0033993","15",36,33,1,1.43663373874915e-07,0.00238208240221996,14,0.424242424242424,0.104477611940299,134,"GO:0033993","BP","response to lipid","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."
"GO:0001893","15",36,33,2,1.75290073494682e-07,0.00290648470861532,4,0.121212121212121,1,4,"GO:0001893","BP","maternal placenta development","Maternally driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."
"GO:0046697","15",36,33,3,1.75290073494682e-07,0.00290648470861532,4,0.121212121212121,1,4,"GO:0046697","BP","decidualization","The cellular and vascular changes occurring in the endometrium of the pregnant uterus just after the onset of blastocyst implantation. This process involves the proliferation and differentiation of the fibroblast-like endometrial stromal cells into large, polyploid decidual cells that eventually form the maternal component of the placenta."
"GO:0060135","15",36,33,4,3.92211809131767e-07,0.00650326400721383,5,0.151515151515152,0.555555555555556,9,"GO:0060135","BP","maternal process involved in female pregnancy","A reproductive process occurring in the mother that allows an embryo or fetus to develop within it."
"GO:0009725","15",36,33,5,5.76178251961357e-07,0.00955361159577126,12,0.363636363636364,0.114285714285714,105,"GO:0009725","BP","response to hormone","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."
"GO:0051384","15",36,33,6,1.19216043825817e-06,0.0197672122267588,7,0.212121212121212,0.241379310344828,29,"GO:0051384","BP","response to glucocorticoid","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucocorticoid stimulus. Glucocorticoids are hormonal C21 corticosteroids synthesized from cholesterol with the ability to bind with the cortisol receptor and trigger similar effects. Glucocorticoids act primarily on carbohydrate and protein metabolism, and have anti-inflammatory effects."
"GO:0031667","15",36,33,7,1.56156244200183e-06,0.0258922668508323,8,0.242424242424242,0.186046511627907,43,"GO:0031667","BP","response to nutrient levels","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."
"GO:0032496","15",36,33,8,1.74908372354047e-06,0.0290015572200245,10,0.303030303030303,0.131578947368421,76,"GO:0032496","BP","response to lipopolysaccharide","Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."
"GO:0009628","15",36,33,9,1.80705483827747e-06,0.0299627762734787,13,0.393939393939394,0.0935251798561151,139,"GO:0009628","BP","response to abiotic stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (non-living) stimulus."
"GO:0014070","15",36,33,10,3.04740031952565e-06,0.0505289446980548,12,0.363636363636364,0.0983606557377049,122,"GO:0014070","BP","response to organic cyclic compound","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."
"GO:0005929","16",32,28,1,0.000177256716796665,1,4,0.142857142857143,0.235294117647059,17,"GO:0005929","CC","cilium","A specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface and of some cytoplasmic parts. Each cilium is largely bounded by an extrusion of the cytoplasmic (plasma) membrane, and contains a regular longitudinal array of microtubules, anchored to a basal body."
"GO:0042384","16",32,28,2,0.000179694624843475,1,3,0.107142857142857,0.428571428571429,7,"GO:0042384","BP","cilium assembly","The assembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."
"GO:0044782","16",32,28,3,0.000179694624843475,1,3,0.107142857142857,0.428571428571429,7,"GO:0044782","BP","cilium organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."
"GO:0060271","16",32,28,4,0.000284008377356732,1,3,0.107142857142857,0.375,8,"GO:0060271","BP","cilium morphogenesis","A process that is carried out at the cellular level and in which the structure of a cilium is organized."
"GO:0042073","16",32,28,5,0.000318979266347687,1,2,0.0714285714285714,1,2,"GO:0042073","BP","intraciliary transport","The bidirectional movement of large protein complexes along microtubules within a cilium, mediated by motor proteins."
"GO:0030990","16",32,28,6,0.000318979266347687,1,2,0.0714285714285714,1,2,"GO:0030990","CC","intraciliary transport particle","A nonmembrane-bound oligomeric protein complex that participates in bidirectional transport of molecules (cargo) along axonemal microtubules."
"GO:0030992","16",32,28,7,0.000318979266347687,1,2,0.0714285714285714,1,2,"GO:0030992","CC","intraciliary transport particle B","The larger subcomplex of the intraciliary transport particle; characterized complexes have molecular weights around 550 kDa."
"GO:0046487","16",32,28,8,0.000946153064420124,1,2,0.0714285714285714,0.666666666666667,3,"GO:0046487","BP","glyoxylate metabolic process","The chemical reactions and pathways involving glyoxylate, the anion of glyoxylic acid, HOC-COOH."
"GO:0072350","16",32,28,9,0.000946153064420124,1,2,0.0714285714285714,0.666666666666667,3,"GO:0072350","BP","tricarboxylic acid metabolic process","The chemical reactions and pathways involving dicarboxylic acids, any organic acid containing three carboxyl (COOH) groups or anions (COO-)."
"GO:0005782","16",32,28,10,0.000946153064420124,1,2,0.0714285714285714,0.666666666666667,3,"GO:0005782","CC","peroxisomal matrix","The volume contained within the membranes of a peroxisome; in many cells the matrix contains a crystalloid core largely composed of urate oxidase."
"GO:0030574","17",29,28,1,4.72848552684169e-11,7.8403018520562e-07,8,0.285714285714286,0.5,16,"GO:0030574","BP","collagen catabolic process","The proteolytic chemical reactions and pathways resulting in the breakdown of collagen in the extracellular matrix, usually carried out by proteases secreted by nearby cells."
"GO:0032963","17",29,28,2,4.20895586670411e-10,6.97886972258209e-06,9,0.321428571428571,0.310344827586207,29,"GO:0032963","BP","collagen metabolic process","The chemical reactions and pathways involving collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)."
"GO:0044259","17",29,28,3,8.28252329598698e-10,1.3733251877076e-05,9,0.321428571428571,0.290322580645161,31,"GO:0044259","BP","multicellular organismal macromolecule metabolic process","The chemical reactions and pathways involving macromolecules, large molecules including proteins, nucleic acids and carbohydrates, in multicellular organisms occurring at the tissue, organ, or organismal level."
"GO:0044236","17",29,28,4,2.08271410806612e-09,3.45334826258443e-05,9,0.321428571428571,0.264705882352941,34,"GO:0044236","BP","multicellular organism metabolic process","The chemical reactions and pathways in a single multicellular organism that occur at the tissue, organ, or organismal level. These processes, unlike cellular metabolism, can include transport of substances between cells when that transport is required."
"GO:0005581","17",29,28,5,7.16852504789945e-09,0.000118861313819221,8,0.285714285714286,0.296296296296296,27,"GO:0005581","CC","collagen trimer","A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures."
"GO:0005583","17",29,28,6,8.12007345842019e-09,0.000134638938014065,5,0.178571428571429,0.833333333333333,6,"GO:0005583","CC","fibrillar collagen trimer","Any triple helical collagen trimer that forms fibrils."
"GO:0005201","17",29,28,7,1.28360400779896e-08,0.000212834380533145,7,0.25,0.368421052631579,19,"GO:0005201","MF","extracellular matrix structural constituent","The action of a molecule that contributes to the structural integrity of the extracellular matrix."
"GO:00310122","17",29,28,8,1.86359253725975e-08,0.000309002278603039,13,0.464285714285714,0.112068965517241,116,"GO:0031012","CC","extracellular matrix","A structure lying external to one or more cells, which provides structural support for cells or tissues."
"GO:00055782","17",29,28,9,5.85245147558966e-08,0.000970394979167522,11,0.392857142857143,0.132530120481928,83,"GO:0005578","CC","proteinaceous extracellular matrix","A layer consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that forms a sheet underlying or overlying cells such as endothelial and epithelial cells. The proteins are secreted by cells in the vicinity. An example of this component is found in Mus musculus."
"GO:0005788","17",29,28,10,4.5378860478186e-07,0.00752426885588802,7,0.25,0.233333333333333,30,"GO:0005788","CC","endoplasmic reticulum lumen","The volume enclosed by the membranes of the endoplasmic reticulum."
"GO:0050786","18",29,29,1,3.38749886909417e-08,0.000561681187484504,5,0.172413793103448,0.714285714285714,7,"GO:0050786","MF","RAGE receptor binding","Interacting selectively and non-covalently with the RAGE receptor, the receptor for advanced glycation end-products."
"GO:0050900","18",29,29,2,5.87688845006885e-07,0.00974446873905916,11,0.379310344827586,0.111111111111111,99,"GO:0050900","BP","leukocyte migration","The movement of a leukocyte within or between different tissues and organs of the body."
"GO:0060326","18",29,29,3,1.09074199478698e-05,0.180855930155629,8,0.275862068965517,0.126984126984127,63,"GO:0060326","BP","cell chemotaxis","The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."
"GO:0040011","18",29,29,4,1.11625818512696e-05,0.185086769675901,14,0.482758620689655,0.0633484162895928,221,"GO:0040011","BP","locomotion","Self-propelled movement of a cell or organism from one location to another."
"GO:00023762","18",29,29,5,1.13344012384023e-05,0.187935706933948,20,0.689655172413793,0.043859649122807,456,"GO:0002376","BP","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
"GO:0016477","18",29,29,6,1.31256999146693e-05,0.217637230285132,13,0.448275862068966,0.0677083333333333,192,"GO:0016477","BP","cell migration","The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms."
"GO:0048870","18",29,29,7,1.85837438148415e-05,0.308137056193887,13,0.448275862068966,0.0656565656565657,198,"GO:0048870","BP","cell motility","Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."
"GO:0006954","18",29,29,8,2.0385822410563e-05,0.338017321389545,12,0.413793103448276,0.0710059171597633,169,"GO:0006954","BP","inflammatory response","The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."
"GO:00069521","18",29,29,9,2.78820364829776e-05,0.462312046924251,16,0.551724137931034,0.0514469453376206,311,"GO:0006952","BP","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"GO:0006935","18",29,29,10,3.46456931765159e-05,0.574460238559809,9,0.310344827586207,0.09375,96,"GO:0006935","BP","chemotaxis","The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."
"GO:0007586","19",27,27,1,4.58930287045431e-12,7.6095230895003e-08,10,0.37037037037037,0.357142857142857,28,"GO:0007586","BP","digestion","The whole of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."
"GO:0008233","19",27,27,2,9.95215657582921e-11,1.65016708183824e-06,13,0.481481481481481,0.160493827160494,81,"GO:0008233","MF","peptidase activity","Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid."
"GO:0009235","19",27,27,3,1.12573310865282e-09,1.86657806745724e-05,5,0.185185185185185,1,5,"GO:0009235","BP","cobalamin metabolic process","The chemical reactions and pathways involving cobalamin (vitamin B12), a water-soluble vitamin characterized by possession of a corrin nucleus containing a cobalt atom."
"GO:0004252","19",27,27,4,1.18446498825199e-09,1.96396139702063e-05,10,0.37037037037037,0.217391304347826,46,"GO:0004252","MF","serine-type endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"GO:0008236","19",27,27,5,2.31485912621207e-09,3.83826791717224e-05,10,0.37037037037037,0.204081632653061,49,"GO:0008236","MF","serine-type peptidase activity","Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"GO:0017171","19",27,27,6,2.31485912621207e-09,3.83826791717224e-05,10,0.37037037037037,0.204081632653061,49,"GO:0017171","MF","serine hydrolase activity","Catalysis of the hydrolysis of a substrate by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"GO:0016787","19",27,27,7,3.00726224752831e-09,4.98634153262669e-05,17,0.62962962962963,0.080188679245283,212,"GO:0016787","MF","hydrolase activity","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."
"GO:00055761","19",27,27,8,1.3407107173984e-08,0.000222303244051828,25,0.925925925925926,0.0403225806451613,620,"GO:0005576","CC","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"GO:0006508","19",27,27,9,4.66296287234194e-08,0.000773165873863017,15,0.555555555555556,0.0806451612903226,186,"GO:0006508","BP","proteolysis","The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."
"GO:0004175","19",27,27,10,5.79256995870587e-08,0.00096046602485302,10,0.37037037037037,0.149253731343284,67,"GO:0004175","MF","endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain."
"GO:0043410","20",24,24,1,0.000122365646112237,1,7,0.291666666666667,0.0886075949367089,79,"GO:0043410","BP","positive regulation of MAPK cascade","Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."
"GO:0030141","20",24,24,2,0.000174713318145794,1,6,0.25,0.103448275862069,58,"GO:0030141","CC","secretory granule","A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."
"GO:0001934","20",24,24,3,0.000179070653864951,1,8,0.333333333333333,0.0707964601769911,113,"GO:0001934","BP","positive regulation of protein phosphorylation","Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."
"GO:0042327","20",24,24,4,0.000215876552177102,1,8,0.333333333333333,0.0689655172413793,116,"GO:0042327","BP","positive regulation of phosphorylation","Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."
"GO:0010876","20",24,24,5,0.000270885154680388,1,5,0.208333333333333,0.125,40,"GO:0010876","BP","lipid localization","Any process in which a lipid is transported to, or maintained in, a specific location."
"GO:0000165","20",24,24,6,0.000345816509807927,1,8,0.333333333333333,0.0645161290322581,124,"GO:0000165","BP","MAPK cascade","An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain two additional tiers: the upstream MAP4K and the downstream MAP Kinase-activated kinase (MAPKAPK). The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell."
"GO:0023014","20",24,24,7,0.000345816509807927,1,8,0.333333333333333,0.0645161290322581,124,"GO:0023014","BP","signal transduction by protein phosphorylation","A process in which the transfer of one or more phosphate groups to a substrate transmits a signal to the phosphorylated substrate."
"GO:0031401","20",24,24,8,0.000365843292937055,1,8,0.333333333333333,0.064,125,"GO:0031401","BP","positive regulation of protein modification process","Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."
"GO:0042325","20",24,24,9,0.000392552327611834,1,9,0.375,0.0559006211180124,161,"GO:0042325","BP","regulation of phosphorylation","Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."
"GO:0010951","20",24,24,10,0.000529966737267914,1,5,0.208333333333333,0.108695652173913,46,"GO:0010951","BP","negative regulation of endopeptidase activity","Any process that decreases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."
"GO:0000786","21",24,24,1,5.86653861192243e-52,9.72730767242859e-48,24,1,0.96,25,"GO:0000786","CC","nucleosome","A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures."
"GO:0032993","21",24,24,2,6.86385017594943e-50,1.13809499767417e-45,24,1,0.888888888888889,27,"GO:0032993","CC","protein-DNA complex","A macromolecular complex containing both protein and DNA molecules."
