"","module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"GO:0045111","11",44,44,2,1.40027894498484e-10,2.32180251867937e-06,10,0.227272727272727,0.416666666666667,24,"GO:0045111","CC","intermediate filament cytoskeleton","Cytoskeletal structure made from intermediate filaments, typically organized in the cytosol as an extended system that stretches from the nuclear envelope to the plasma membrane. Some intermediate filaments run parallel to the cell surface, while others traverse the cytosol; together they form an internal framework that helps support the shape and resilience of the cell."
"GO:0043588","11",44,44,3,8.69946518856594e-10,1.44245832291612e-05,12,0.272727272727273,0.260869565217391,46,"GO:0043588","BP","skin development","The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue."
"GO:0005882","11",44,44,4,1.62057729308873e-09,2.68707920967043e-05,9,0.204545454545455,0.409090909090909,22,"GO:0005882","CC","intermediate filament","A cytoskeletal structure that forms a distinct elongated structure, characteristically 10 nm in diameter, that occurs in the cytoplasm of eukaryotic cells. Intermediate filaments form a fibrous system, composed of chemically heterogeneous subunits and involved in mechanically integrating the various components of the cytoplasmic space. Intermediate filaments may be divided into five chemically distinct classes: Type I, acidic keratins; Type II, basic keratins; Type III, including desmin, vimentin and others; Type IV, neurofilaments and related filaments; and Type V, lamins."
"GO:0030216","11",44,44,5,1.99166633471861e-08,0.000330238194959693,9,0.204545454545455,0.321428571428571,28,"GO:0030216","BP","keratinocyte differentiation","The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte."
"GO:0005198","11",44,44,6,1.37083540153025e-07,0.0022729821792773,14,0.318181818181818,0.141414141414141,99,"GO:0005198","MF","structural molecule activity","The action of a molecule that contributes to the structural integrity of a complex or assembly within or outside a cell."
"GO:0009913","11",44,44,7,1.76518723526521e-07,0.00292685695479324,9,0.204545454545455,0.257142857142857,35,"GO:0009913","BP","epidermal cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of an epidermal cell, any of the cells making up the epidermis."
"GO:0030057","11",44,44,8,2.66601128768132e-07,0.00442051331610439,5,0.113636363636364,0.714285714285714,7,"GO:0030057","CC","desmosome","A cell-cell junction in which: on the cytoplasmic surface of each interacting plasma membrane is a dense plaque composed of a mixture of intracellular anchor proteins; a bundle of keratin intermediate filaments is attached to the surface of each plaque; transmembrane adhesion proteins of the cadherin family bind to the plaques and interact through their extracellular domains to hold the adjacent membranes together by a Ca2+-dependent mechanism."
"GO:0045095","11",44,44,9,2.66809508714919e-07,0.00442396846400207,6,0.136363636363636,0.5,12,"GO:0045095","CC","keratin filament","A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins."
"GO:0001533","11",44,44,10,2.12689277093481e-06,0.0352660090348701,6,0.136363636363636,0.375,16,"GO:0001533","CC","cornified envelope","A type of plasma membrane that has been modified through addition of distinct intracellular and extracellular components, including ceramide, found in cornifying epithelial cells (corneocytes)."
"GO:0030276","12",45,44,1,1.53436446273639e-06,0.025441297156632,5,0.113636363636364,0.555555555555556,9,"GO:0030276","MF","clathrin binding","Interacting selectively and non-covalently with a clathrin heavy or light chain, the main components of the coat of coated vesicles and coated pits, and which also occurs in synaptic vesicles."
"GO:0030133","12",45,44,2,4.88269577989342e-06,0.0809599787264128,8,0.181818181818182,0.210526315789474,38,"GO:0030133","CC","transport vesicle","Any of the vesicles of the constitutive secretory pathway, which carry cargo from the endoplasmic reticulum to the Golgi, between Golgi cisternae, from the Golgi to the ER (retrograde transport) or to destinations within or outside the cell."
"GO:0016023","12",45,44,3,1.38711497263856e-05,0.229997533613199,14,0.318181818181818,0.0979020979020979,143,"GO:0016023","CC","cytoplasmic, membrane-bounded vesicle","A membrane-bounded vesicle found in the cytoplasm of the cell."
"GO:0012506","12",45,44,4,2.20687665827853e-05,0.365922218709164,8,0.181818181818182,0.173913043478261,46,"GO:0012506","CC","vesicle membrane","The lipid bilayer surrounding any membrane-bounded vesicle in the cell."
"GO:0030659","12",45,44,5,2.20687665827853e-05,0.365922218709164,8,0.181818181818182,0.173913043478261,46,"GO:0030659","CC","cytoplasmic vesicle membrane","The lipid bilayer surrounding a cytoplasmic vesicle."
"GO:0043025","12",45,44,6,2.21343929714963e-05,0.36701036986038,9,0.204545454545455,0.15,60,"GO:0043025","CC","neuronal cell body","The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites."
"GO:0030658","12",45,44,7,2.31603382636704e-05,0.384021568749919,6,0.136363636363636,0.260869565217391,23,"GO:0030658","CC","transport vesicle membrane","The lipid bilayer surrounding a transport vesicle."
"GO:0036477","12",45,44,8,3.02015167999137e-05,0.500771350059369,10,0.227272727272727,0.128205128205128,78,"GO:0036477","CC","somatodendritic compartment","The region of a neuron that includes the cell body (cell soma) and the dendrite, but excludes the axon."
"GO:0099503","12",45,44,9,3.02015167999137e-05,0.500771350059369,10,0.227272727272727,0.128205128205128,78,"GO:0099503","CC","secretory vesicle","A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."
"GO:0031410","12",45,44,10,3.86003311218513e-05,0.640032090331416,14,0.318181818181818,0.0897435897435897,156,"GO:0031410","CC","cytoplasmic vesicle","A vesicle found in the cytoplasm of a cell."
"GO:0034340","13",43,41,1,4.00865778946612e-27,6.64675548071378e-23,17,0.414634146341463,0.894736842105263,19,"GO:0034340","BP","response to type I interferon","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."
"GO:0060337","13",43,41,2,4.00865778946612e-27,6.64675548071378e-23,17,0.414634146341463,0.894736842105263,19,"GO:0060337","BP","type I interferon signaling pathway","A series of molecular signals initiated by the binding of a type I interferon to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."
"GO:0071357","13",43,41,3,4.00865778946612e-27,6.64675548071378e-23,17,0.414634146341463,0.894736842105263,19,"GO:0071357","BP","cellular response to type I interferon","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."
"GO:0051607","13",43,41,4,8.91669989612583e-19,1.47847800977662e-14,17,0.414634146341463,0.435897435897436,39,"GO:0051607","BP","defense response to virus","Reactions triggered in response to the presence of a virus that act to protect the cell or organism."
"GO:0009615","13",43,41,5,1.45670494838598e-17,2.41536247491879e-13,18,0.439024390243902,0.339622641509434,53,"GO:0009615","BP","response to virus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus."
"GO:0019221","13",43,41,6,3.11708294201419e-15,5.16843522615373e-11,20,0.48780487804878,0.21505376344086,93,"GO:0019221","BP","cytokine-mediated signaling pathway","A series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription."
"GO:0034097","13",43,41,7,6.45912418751562e-15,1.07098738153197e-10,23,0.560975609756098,0.163120567375887,141,"GO:0034097","BP","response to cytokine","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."
"GO:0071345","13",43,41,8,9.18587658082308e-15,1.52311019586628e-10,22,0.536585365853659,0.173228346456693,127,"GO:0071345","BP","cellular response to cytokine stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."
"GO:0016032","13",43,41,9,3.67234568731698e-14,6.08911638414029e-10,19,0.463414634146341,0.208791208791209,91,"GO:0016032","BP","viral process","A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."
"GO:0098542","13",43,41,10,9.199884777225e-13,1.52543289491168e-08,18,0.439024390243902,0.193548387096774,93,"GO:0098542","BP","defense response to other organism","Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."
"GO:00015331","14",43,42,1,4.00514860443097e-13,6.64093690100699e-09,10,0.238095238095238,0.625,16,"GO:0001533","CC","cornified envelope","A type of plasma membrane that has been modified through addition of distinct intracellular and extracellular components, including ceramide, found in cornifying epithelial cells (corneocytes)."
"GO:00302161","14",43,42,2,5.13778270306898e-13,8.51895749995868e-09,12,0.285714285714286,0.428571428571429,28,"GO:0030216","BP","keratinocyte differentiation","The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte."
"GO:0031424","14",43,42,3,9.54633010881527e-13,1.58287699534266e-08,10,0.238095238095238,0.588235294117647,17,"GO:0031424","BP","keratinization","The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns."
"GO:00099131","14",43,42,4,1.24276596336562e-11,2.06063024385654e-07,12,0.285714285714286,0.342857142857143,35,"GO:0009913","BP","epidermal cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of an epidermal cell, any of the cells making up the epidermis."
"GO:0018149","14",43,42,5,1.60627430478494e-11,2.66336342476391e-07,10,0.238095238095238,0.476190476190476,21,"GO:0018149","BP","peptide cross-linking","The formation of a covalent cross-link between or within protein chains."
"GO:00700621","14",43,42,6,1.4512655421905e-10,2.40634339550607e-06,29,0.69047619047619,0.0798898071625344,363,"GO:0070062","CC","extracellular exosome","A membrane-bounded vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."
"GO:19035611","14",43,42,7,1.93904773915155e-10,3.21513505628718e-06,29,0.69047619047619,0.0790190735694823,367,"GO:1903561","CC","extracellular vesicle","Any vesicle that is part of the extracellular region."
"GO:00085441","14",43,42,8,4.75199137225891e-10,7.8792768943425e-06,12,0.285714285714286,0.260869565217391,46,"GO:0008544","BP","epidermis development","The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."
"GO:00435881","14",43,42,9,4.75199137225891e-10,7.8792768943425e-06,12,0.285714285714286,0.260869565217391,46,"GO:0043588","BP","skin development","The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue."
"GO:00051981","14",43,42,10,7.24823906772535e-10,1.20183051981954e-05,16,0.380952380952381,0.161616161616162,99,"GO:0005198","MF","structural molecule activity","The action of a molecule that contributes to the structural integrity of a complex or assembly within or outside a cell."
"GO:0032922","15",38,35,1,1.58550569774469e-10,2.62892699743046e-06,7,0.2,0.7,10,"GO:0032922","BP","circadian regulation of gene expression","Any process that modulates the frequency, rate or extent of gene expression such that an expression pattern recurs with a regularity of approximately 24 hours."
"GO:0048511","15",38,35,2,3.26400472860022e-10,5.41204624049203e-06,12,0.342857142857143,0.222222222222222,54,"GO:0048511","BP","rhythmic process","Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism."
"GO:0007623","15",38,35,3,1.21243526635441e-09,2.01033891514224e-05,10,0.285714285714286,0.277777777777778,36,"GO:0007623","BP","circadian rhythm","Any biological process in an organism that recurs with a regularity of approximately 24 hours."
"GO:0042752","15",38,35,4,1.99000972097161e-07,0.00329963511834302,6,0.171428571428571,0.428571428571429,14,"GO:0042752","BP","regulation of circadian rhythm","Any process that modulates the frequency, rate or extent of a circadian rhythm. A circadian rhythm is a biological process in an organism that recurs with a regularity of approximately 24 hours."
"GO:0000975","15",38,35,5,1.86143175991899e-06,0.0308644000112167,11,0.314285714285714,0.119565217391304,92,"GO:0000975","MF","regulatory region DNA binding","Interacting selectively and non-covalently with a DNA region that regulates a DNA-based process. Such processes include transcription, DNA replication, and DNA repair."
"GO:0044212","15",38,35,6,1.86143175991899e-06,0.0308644000112167,11,0.314285714285714,0.119565217391304,92,"GO:0044212","MF","transcription regulatory region DNA binding","Interacting selectively and non-covalently with a DNA region that regulates the transcription of a region of DNA, which may be a gene, cistron, or operon. Binding may occur as a sequence specific interaction or as an interaction observed only once a factor has been recruited to the DNA by other factors."
"GO:0000976","15",38,35,7,3.62397578615282e-06,0.0600891425101999,10,0.285714285714286,0.126582278481013,79,"GO:0000976","MF","transcription regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."
"GO:0003690","15",38,35,8,7.19185960269623e-06,0.119248224072306,10,0.285714285714286,0.117647058823529,85,"GO:0003690","MF","double-stranded DNA binding","Interacting selectively and non-covalently with double-stranded DNA."
"GO:0043565","15",38,35,9,2.89785565276251e-05,0.480493445784552,10,0.285714285714286,0.101010101010101,99,"GO:0043565","MF","sequence-specific DNA binding","Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."
"GO:0070888","15",38,35,10,5.94854882109694e-05,0.986328880026083,4,0.114285714285714,0.363636363636364,11,"GO:0070888","MF","E-box binding","Interacting selectively and non-covalently with an E-box, a DNA motif with the consensus sequence CANNTG that is found in the promoters of a wide array of genes expressed in neurons, muscle and other tissues."
"GO:0005578","16",41,40,1,5.0244919509031e-18,8.33111010379244e-14,19,0.475,0.311475409836066,61,"GO:0005578","CC","proteinaceous extracellular matrix","A layer consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that forms a sheet underlying or overlying cells such as endothelial and epithelial cells. The proteins are secreted by cells in the vicinity. An example of this component is found in Mus musculus."
"GO:0031012","16",41,40,2,1.32911784852338e-15,2.20381030463662e-11,20,0.5,0.217391304347826,92,"GO:0031012","CC","extracellular matrix","A structure lying external to one or more cells, which provides structural support for cells or tissues."
"GO:0030574","16",41,40,3,4.05503190680046e-14,6.72364840466585e-10,11,0.275,0.578947368421053,19,"GO:0030574","BP","collagen catabolic process","The proteolytic chemical reactions and pathways resulting in the breakdown of collagen in the extracellular matrix, usually carried out by proteases secreted by nearby cells."
"GO:0044259","16",41,40,4,1.33757333219174e-13,2.21783034210713e-09,13,0.325,0.382352941176471,34,"GO:0044259","BP","multicellular organismal macromolecule metabolic process","The chemical reactions and pathways involving macromolecules, large molecules including proteins, nucleic acids and carbohydrates, in multicellular organisms occurring at the tissue, organ, or organismal level."
"GO:0044236","16",41,40,5,4.88991855494124e-13,8.10797395594807e-09,13,0.325,0.351351351351351,37,"GO:0044236","BP","multicellular organism metabolic process","The chemical reactions and pathways in a single multicellular organism that occur at the tissue, organ, or organismal level. These processes, unlike cellular metabolism, can include transport of substances between cells when that transport is required."
"GO:0030198","16",41,40,6,8.07447524588934e-13,1.33882874052091e-08,16,0.4,0.231884057971014,69,"GO:0030198","BP","extracellular matrix organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix."
"GO:0043062","16",41,40,7,8.07447524588934e-13,1.33882874052091e-08,16,0.4,0.231884057971014,69,"GO:0043062","BP","extracellular structure organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite."
"GO:0032963","16",41,40,8,1.16733277407548e-12,1.93555447269455e-08,12,0.3,0.387096774193548,31,"GO:0032963","BP","collagen metabolic process","The chemical reactions and pathways involving collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)."
"GO:0005581","16",41,40,9,4.94446507707962e-11,8.19841754430572e-07,10,0.25,0.416666666666667,24,"GO:0005581","CC","collagen trimer","A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures."
"GO:0005788","16",41,40,10,1.70017846253192e-10,2.81906590872418e-06,11,0.275,0.314285714285714,35,"GO:0005788","CC","endoplasmic reticulum lumen","The volume enclosed by the membranes of the endoplasmic reticulum."
"GO:0006805","17",39,38,1,8.97888322410509e-17,1.48878862738887e-12,13,0.342105263157895,0.565217391304348,23,"GO:0006805","BP","xenobiotic metabolic process","The chemical reactions and pathways involving a xenobiotic compound, a compound foreign to living organisms. Used of chemical compounds, e.g. a xenobiotic chemical, such as a pesticide."
"GO:0071466","17",39,38,2,8.97888322410509e-17,1.48878862738887e-12,13,0.342105263157895,0.565217391304348,23,"GO:0071466","BP","cellular response to xenobiotic stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a xenobiotic compound stimulus. Xenobiotic compounds are compounds foreign to living organisms."
"GO:0009410","17",39,38,3,3.96078475765371e-16,6.56737720666561e-12,13,0.342105263157895,0.52,25,"GO:0009410","BP","response to xenobiotic stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a xenobiotic compound stimulus. Xenobiotic compounds are compounds foreign to living organisms."
"GO:0052697","17",39,38,4,9.75043276728624e-16,1.61671925714373e-11,9,0.236842105263158,1,9,"GO:0052697","BP","xenobiotic glucuronidation","The modification of a xenobiotic substance by the conjugation of glucuronic acid. The resultant glucuronosides are often much more water-soluble than the xenobiotic precursor, enabling efficient excretion."
"GO:0009812","17",39,38,5,9.58864872709167e-15,1.58989384543907e-10,9,0.236842105263158,0.9,10,"GO:0009812","BP","flavonoid metabolic process","The chemical reactions and pathways involving flavonoids, a group of water-soluble phenolic derivatives containing a flavan skeleton including flavones, flavonols and flavanoids, and anthocyanins."
"GO:0052695","17",39,38,6,9.58864872709167e-15,1.58989384543907e-10,9,0.236842105263158,0.9,10,"GO:0052695","BP","cellular glucuronidation","The modification of an organic chemical by the conjugation of glucuronic acid. The substances resulting from glucuronidation are known as glucuronosides (or glucuronides) and are often much more water-soluble than the non-glucuronic acid-containing precursor."
"GO:0052696","17",39,38,7,9.58864872709167e-15,1.58989384543907e-10,9,0.236842105263158,0.9,10,"GO:0052696","BP","flavonoid glucuronidation","The modification of a flavonoid by the conjugation of glucuronic acid. The resultant flavonoid glucuronosides are often much more water-soluble than the precursor."
"GO:0015020","17",39,38,8,9.58864872709167e-15,1.58989384543907e-10,9,0.236842105263158,0.9,10,"GO:0015020","MF","glucuronosyltransferase activity","Catalysis of the reaction: UDP-glucuronate + acceptor = UDP + acceptor beta-D-glucuronoside."
"GO:00197521","17",39,38,9,3.78429057719825e-14,6.27473220605242e-10,20,0.526315789473684,0.173913043478261,115,"GO:0019752","BP","carboxylic acid metabolic process","The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."
"GO:00060821","17",39,38,10,1.75882596410233e-13,2.91630933107808e-09,20,0.526315789473684,0.161290322580645,124,"GO:0006082","BP","organic acid metabolic process","The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."
"GO:0007602","18",40,35,1,0.000475782662479779,1,2,0.0571428571428571,1,2,"GO:0007602","BP","phototransduction","The sequence of reactions within a cell required to convert absorbed photons into a molecular signal."
"GO:0009583","18",40,35,2,0.000475782662479779,1,2,0.0571428571428571,1,2,"GO:0009583","BP","detection of light stimulus","The series of events in which a light stimulus (in the form of photons) is received and converted into a molecular signal."
"GO:0015279","18",40,35,3,0.000475782662479779,1,2,0.0571428571428571,1,2,"GO:0015279","MF","store-operated calcium channel activity","A ligand-gated ion channel activity which transports calcium in response to emptying of intracellular calcium stores."
"GO:00073991","18",40,35,4,0.000774624695972434,1,12,0.342857142857143,0.0594059405940594,202,"GO:0007399","BP","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."
"GO:0007422","18",40,35,5,0.00107141990710652,1,3,0.0857142857142857,0.3,10,"GO:0007422","BP","peripheral nervous system development","The process whose specific outcome is the progression of the peripheral nervous system over time, from its formation to the mature structure. The peripheral nervous system is one of the two major divisions of the nervous system. Nerves in the PNS connect the central nervous system (CNS) with sensory organs, other organs, muscles, blood vessels and glands."
"GO:0042391","18",40,35,6,0.0011714078413192,1,5,0.142857142857143,0.131578947368421,38,"GO:0042391","BP","regulation of membrane potential","Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."
"GO:0005216","18",40,35,7,0.00186214704569341,1,5,0.142857142857143,0.119047619047619,42,"GO:0005216","MF","ion channel activity","Enables the facilitated diffusion of an ion (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. May be either selective (it enables passage of a specific ion only) or non-selective (it enables passage of two or more ions of same charge but different size)."
"GO:0021846","18",40,35,8,0.00277580227590403,1,2,0.0571428571428571,0.5,4,"GO:0021846","BP","cell proliferation in forebrain","The creation of greater cell numbers in the forebrain due to cell division of progenitor cells."
"GO:0060081","18",40,35,9,0.00277580227590403,1,2,0.0571428571428571,0.5,4,"GO:0060081","BP","membrane hyperpolarization","The process in which membrane potential increases with respect to its steady-state potential, usually from negative potential to a more negative potential. For example, during the repolarization phase of an action potential the membrane potential often becomes more negative or hyperpolarized before returning to the steady-state resting potential."
"GO:0045666","18",40,35,10,0.002821390359332,1,4,0.114285714285714,0.142857142857143,28,"GO:0045666","BP","positive regulation of neuron differentiation","Any process that activates or increases the frequency, rate or extent of neuron differentiation."
"GO:00346451","19",35,34,1,5.18085272344988e-12,8.59037190075224e-08,26,0.764705882352941,0.0771513353115727,337,"GO:0034645","BP","cellular macromolecule biosynthetic process","The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, carried out by individual cells."
"GO:0006366","19",35,34,2,1.32246082720023e-11,2.1927722975807e-07,20,0.588235294117647,0.112359550561798,178,"GO:0006366","BP","transcription from RNA polymerase II promoter","The synthesis of RNA from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."
"GO:0001071","19",35,34,3,4.36607322513373e-11,7.23938601459423e-07,16,0.470588235294118,0.150943396226415,106,"GO:0001071","MF","nucleic acid binding transcription factor activity","Interacting selectively and non-covalently with a DNA or RNA sequence in order to modulate transcription. The transcription factor may or may not also interact selectively with a protein or macromolecular complex."
"GO:0003700","19",35,34,4,4.36607322513373e-11,7.23938601459423e-07,16,0.470588235294118,0.150943396226415,106,"GO:0003700","MF","transcription factor activity, sequence-specific DNA binding","Interacting selectively and non-covalently with a specific DNA sequence in order to modulate transcription. The transcription factor may or may not also interact selectively with a protein or macromolecular complex."
"GO:0006357","19",35,34,5,6.02383484573607e-11,9.98812055771498e-07,19,0.558823529411765,0.112426035502959,169,"GO:0006357","BP","regulation of transcription from RNA polymerase II promoter","Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"GO:0010941","19",35,34,6,1.90988135657165e-10,3.16677427733146e-06,19,0.558823529411765,0.105555555555556,180,"GO:0010941","BP","regulation of cell death","Any process that modulates the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."
"GO:0001503","19",35,34,7,2.13683832633905e-10,3.54309162890278e-06,11,0.323529411764706,0.261904761904762,42,"GO:0001503","BP","ossification","The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance."
"GO:00063511","19",35,34,8,5.83498680038903e-10,9.67499161372506e-06,22,0.647058823529412,0.0805860805860806,273,"GO:0006351","BP","transcription, DNA-templated","The cellular synthesis of RNA on a template of DNA."
"GO:00327741","19",35,34,9,8.46296833091286e-10,1.40324477894866e-05,22,0.647058823529412,0.079136690647482,278,"GO:0032774","BP","RNA biosynthetic process","The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."
"GO:0071363","19",35,34,10,1.84325492446266e-09,3.05630099025153e-05,12,0.352941176470588,0.1875,64,"GO:0071363","BP","cellular response to growth factor stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."
"GO:0006482","20",34,34,1,0.000448595081766649,1,2,0.0588235294117647,1,2,"GO:0006482","BP","protein demethylation","The removal of a methyl group, from a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom."
"GO:0010501","20",34,34,2,0.000448595081766649,1,2,0.0588235294117647,1,2,"GO:0010501","BP","RNA secondary structure unwinding","The process in which a secondary structure of RNA are broken or 'melted'."
"GO:0016577","20",34,34,3,0.000448595081766649,1,2,0.0588235294117647,1,2,"GO:0016577","BP","histone demethylation","The modification of histones by removal of methyl groups."
"GO:0070076","20",34,34,4,0.000448595081766649,1,2,0.0588235294117647,1,2,"GO:0070076","BP","histone lysine demethylation","The modification of a histone by the removal of a methyl group from a lysine residue."
"GO:0003724","20",34,34,5,0.000448595081766649,1,2,0.0588235294117647,1,2,"GO:0003724","MF","RNA helicase activity","Catalysis of the reaction: NTP + H2O = NDP + phosphate, to drive the unwinding of a RNA helix."
"GO:0004004","20",34,34,6,0.000448595081766649,1,2,0.0588235294117647,1,2,"GO:0004004","MF","ATP-dependent RNA helicase activity","Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction drives the unwinding of an RNA helix."
"GO:0008186","20",34,34,7,0.000448595081766649,1,2,0.0588235294117647,1,2,"GO:0008186","MF","RNA-dependent ATPase activity","Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction requires the presence of RNA, and it drives another reaction."
"GO:0032451","20",34,34,8,0.000448595081766649,1,2,0.0588235294117647,1,2,"GO:0032451","MF","demethylase activity","Catalysis of the removal of a methyl group from a substrate."
"GO:0032452","20",34,34,9,0.000448595081766649,1,2,0.0588235294117647,1,2,"GO:0032452","MF","histone demethylase activity","Catalysis of the removal of a methyl group from a histone."
"GO:0006413","20",34,34,10,0.000698266708630013,1,3,0.0882352941176471,0.333333333333333,9,"GO:0006413","BP","translational initiation","The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA, and an initiation complex that contains the first aminoacyl-tRNA."
"GO:0061564","21",33,33,1,1.53745478074003e-06,0.0254925377194505,8,0.242424242424242,0.181818181818182,44,"GO:0061564","BP","axon development","The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."
"GO:0050877","21",33,33,2,3.54631126301411e-06,0.0588013870520369,10,0.303030303030303,0.119047619047619,84,"GO:0050877","BP","neurological system process","A organ system process carried out by any of the organs or tissues of neurological system."
